idx,group,method,question,gold_anchor,pred_anchor,gold_order,pred_order,references,raw_output,temporal_order_accuracy,anchor_accuracy,support_reordering_accuracy
1178,three_ref_hard,Ours,唐双宁、许振昌和张宝祥的调查中，谁的调查时间最早？,2,2,"[2, 1, 0]","[2, 1, 0]","[""唐双宁因为什么原因在2023年7月15日被查？答案：涉嫌严重违纪违法"", ""许振昌在什么时候因涉嫌违纪违法接受调查？答案：2022年6月23日"", ""张宝祥在什么时候因涉嫌严重违纪违法接受调查？答案：2019年11月18日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1409,three_ref_hard,Standard RAG,2019年颜宁成为美国国家科学院院士、韩国瑜支持率调查、奥罗拉市枪击案，哪一个事件最早发生？,2,0,"[2, 1, 0]","[0, 1, 2]","[""问题：颜宁在什么日期被美国国家科学院公布为新入选院士？答案：2019年4月30日"", ""问题：2019年3月11日韩国瑜在民调中支持率是多少？答案：54.9%"", ""问题：2019年2月15日哪里发生了枪击案？答案：美国伊利诺伊州奥罗拉市""]","{""order"": [0, 1, 2], ""anchor"": 0}",0.0000,0.0000,0.0000
1409,three_ref_hard,TemporalSort,2019年颜宁成为美国国家科学院院士、韩国瑜支持率调查、奥罗拉市枪击案，哪一个事件最早发生？,2,0,"[2, 1, 0]","[0, 1, 2]","[""问题：颜宁在什么日期被美国国家科学院公布为新入选院士？答案：2019年4月30日"", ""问题：2019年3月11日韩国瑜在民调中支持率是多少？答案：54.9%"", ""问题：2019年2月15日哪里发生了枪击案？答案：美国伊利诺伊州奥罗拉市""]","{""order"": [0, 1, 2], ""anchor"": 0}",0.0000,0.0000,0.0000
1409,three_ref_hard,E$^2$RAG (reimpl.),2019年颜宁成为美国国家科学院院士、韩国瑜支持率调查、奥罗拉市枪击案，哪一个事件最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""问题：颜宁在什么日期被美国国家科学院公布为新入选院士？答案：2019年4月30日"", ""问题：2019年3月11日韩国瑜在民调中支持率是多少？答案：54.9%"", ""问题：2019年2月15日哪里发生了枪击案？答案：美国伊利诺伊州奥罗拉市""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1409,three_ref_hard,Ours,2019年颜宁成为美国国家科学院院士、韩国瑜支持率调查、奥罗拉市枪击案，哪一个事件最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""问题：颜宁在什么日期被美国国家科学院公布为新入选院士？答案：2019年4月30日"", ""问题：2019年3月11日韩国瑜在民调中支持率是多少？答案：54.9%"", ""问题：2019年2月15日哪里发生了枪击案？答案：美国伊利诺伊州奥罗拉市""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1441,three_ref_hard,Standard RAG,特里-斯托茨辞去密尔沃基雄鹿队助理教练职务、上海虹口空中连廊系统示范段工程建成和中美第一次会谈，哪个事件最早发生？,2,0,"[2, 1, 0]","[0, 1, 2]","[""问题：特里-斯托茨什么时候辞去密尔沃基雄鹿队助理教练职务？答案：2023年10月20日"", ""问题：2023年10月14日上海虹口的哪项工程正式建成？答案：空中连廊系统示范段工程"", ""问题：2023年中美第一次会谈的时间是什么时候？答案：2023年1月18日""]","{""order"": [0, 1, 2], ""anchor"": 0}",0.0000,0.0000,0.0000
1441,three_ref_hard,TemporalSort,特里-斯托茨辞去密尔沃基雄鹿队助理教练职务、上海虹口空中连廊系统示范段工程建成和中美第一次会谈，哪个事件最早发生？,2,2,"[2, 1, 0]","[2, 0, 1]","[""问题：特里-斯托茨什么时候辞去密尔沃基雄鹿队助理教练职务？答案：2023年10月20日"", ""问题：2023年10月14日上海虹口的哪项工程正式建成？答案：空中连廊系统示范段工程"", ""问题：2023年中美第一次会谈的时间是什么时候？答案：2023年1月18日""]","{""order"": [2, 0, 1], ""anchor"": 2}",0.6667,1.0000,0.0000
1441,three_ref_hard,E$^2$RAG (reimpl.),特里-斯托茨辞去密尔沃基雄鹿队助理教练职务、上海虹口空中连廊系统示范段工程建成和中美第一次会谈，哪个事件最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""问题：特里-斯托茨什么时候辞去密尔沃基雄鹿队助理教练职务？答案：2023年10月20日"", ""问题：2023年10月14日上海虹口的哪项工程正式建成？答案：空中连廊系统示范段工程"", ""问题：2023年中美第一次会谈的时间是什么时候？答案：2023年1月18日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1441,three_ref_hard,Ours,特里-斯托茨辞去密尔沃基雄鹿队助理教练职务、上海虹口空中连廊系统示范段工程建成和中美第一次会谈，哪个事件最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""问题：特里-斯托茨什么时候辞去密尔沃基雄鹿队助理教练职务？答案：2023年10月20日"", ""问题：2023年10月14日上海虹口的哪项工程正式建成？答案：空中连廊系统示范段工程"", ""问题：2023年中美第一次会谈的时间是什么时候？答案：2023年1月18日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1447,three_ref_hard,Standard RAG,特朗普被伊朗通缉、小米确认造车决策和美国首例新冠肺炎死亡病例哪个事件发生得最早？,2,0,"[2, 1, 0]","[0, 1, 2]","[""小米在什么时候确认了造车这一战略决策？答案：2021年2月19日"", ""特朗普在什么时候被伊朗司法机构通缉？答案：2020年6月30日"", ""美国首例新冠肺炎死亡病例是什么时候的？答案：2020年1月5日""]","{""order"": [0, 1, 2], ""anchor"": 0}",0.0000,0.0000,0.0000
1447,three_ref_hard,TemporalSort,特朗普被伊朗通缉、小米确认造车决策和美国首例新冠肺炎死亡病例哪个事件发生得最早？,2,2,"[2, 1, 0]","[2, 1, 0]","[""小米在什么时候确认了造车这一战略决策？答案：2021年2月19日"", ""特朗普在什么时候被伊朗司法机构通缉？答案：2020年6月30日"", ""美国首例新冠肺炎死亡病例是什么时候的？答案：2020年1月5日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1447,three_ref_hard,E$^2$RAG (reimpl.),特朗普被伊朗通缉、小米确认造车决策和美国首例新冠肺炎死亡病例哪个事件发生得最早？,2,2,"[2, 1, 0]","[2, 1, 0]","[""小米在什么时候确认了造车这一战略决策？答案：2021年2月19日"", ""特朗普在什么时候被伊朗司法机构通缉？答案：2020年6月30日"", ""美国首例新冠肺炎死亡病例是什么时候的？答案：2020年1月5日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1447,three_ref_hard,Ours,特朗普被伊朗通缉、小米确认造车决策和美国首例新冠肺炎死亡病例哪个事件发生得最早？,2,2,"[2, 1, 0]","[2, 1, 0]","[""小米在什么时候确认了造车这一战略决策？答案：2021年2月19日"", ""特朗普在什么时候被伊朗司法机构通缉？答案：2020年6月30日"", ""美国首例新冠肺炎死亡病例是什么时候的？答案：2020年1月5日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1582,three_ref_hard,Standard RAG,杨紫的童趣情怀大片发布、长征五号B遥四运载火箭发射、郭艾伦申请转会，哪个事件最早发生？,2,0,"[2, 1, 0]","[0, 1, 2]","[""问题：杨紫的童趣情怀大片是什么时候发布的？答案：2023年5月4日"", ""问题：长征五号B遥四运载火箭是什么时候成功发射的？答案：2022年10月31日"", ""问题：郭艾伦在2022年8月2日做出了什么重要决定？答案：申请转会""]","{""order"": [0, 1, 2], ""anchor"": 0}",0.0000,0.0000,0.0000
1582,three_ref_hard,TemporalSort,杨紫的童趣情怀大片发布、长征五号B遥四运载火箭发射、郭艾伦申请转会，哪个事件最早发生？,2,1,"[2, 1, 0]","[1, 0, 2]","[""问题：杨紫的童趣情怀大片是什么时候发布的？答案：2023年5月4日"", ""问题：长征五号B遥四运载火箭是什么时候成功发射的？答案：2022年10月31日"", ""问题：郭艾伦在2022年8月2日做出了什么重要决定？答案：申请转会""]","{""order"": [1, 0, 2], ""anchor"": 1}",0.3333,0.0000,0.0000
1582,three_ref_hard,E$^2$RAG (reimpl.),杨紫的童趣情怀大片发布、长征五号B遥四运载火箭发射、郭艾伦申请转会，哪个事件最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""问题：杨紫的童趣情怀大片是什么时候发布的？答案：2023年5月4日"", ""问题：长征五号B遥四运载火箭是什么时候成功发射的？答案：2022年10月31日"", ""问题：郭艾伦在2022年8月2日做出了什么重要决定？答案：申请转会""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1582,three_ref_hard,Ours,杨紫的童趣情怀大片发布、长征五号B遥四运载火箭发射、郭艾伦申请转会，哪个事件最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""问题：杨紫的童趣情怀大片是什么时候发布的？答案：2023年5月4日"", ""问题：长征五号B遥四运载火箭是什么时候成功发射的？答案：2022年10月31日"", ""问题：郭艾伦在2022年8月2日做出了什么重要决定？答案：申请转会""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1696,three_ref_hard,Standard RAG,习近平接受斐济总理的访问邀请、美国宣布退出伊朗核协议和庄严卸任西藏自治区副主席，这些事件中哪个最早发生？,2,0,"[2, 1, 0]","[0, 1, 2]","[""问题：习近平何时接受了斐济总理兰布卡的访问邀请？答案：2024年8月20日"", ""问题：庄严在哪一天卸任西藏自治区副主席？答案：2021年2月10日"", ""问题：美国在哪一天宣布退出伊朗核协议？答案：2018年5月8日""]","{""order"": [0, 1, 2], ""anchor"": 0}",0.0000,0.0000,0.0000
1696,three_ref_hard,TemporalSort,习近平接受斐济总理的访问邀请、美国宣布退出伊朗核协议和庄严卸任西藏自治区副主席，这些事件中哪个最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""问题：习近平何时接受了斐济总理兰布卡的访问邀请？答案：2024年8月20日"", ""问题：庄严在哪一天卸任西藏自治区副主席？答案：2021年2月10日"", ""问题：美国在哪一天宣布退出伊朗核协议？答案：2018年5月8日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1696,three_ref_hard,E$^2$RAG (reimpl.),习近平接受斐济总理的访问邀请、美国宣布退出伊朗核协议和庄严卸任西藏自治区副主席，这些事件中哪个最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""问题：习近平何时接受了斐济总理兰布卡的访问邀请？答案：2024年8月20日"", ""问题：庄严在哪一天卸任西藏自治区副主席？答案：2021年2月10日"", ""问题：美国在哪一天宣布退出伊朗核协议？答案：2018年5月8日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1696,three_ref_hard,Ours,习近平接受斐济总理的访问邀请、美国宣布退出伊朗核协议和庄严卸任西藏自治区副主席，这些事件中哪个最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""问题：习近平何时接受了斐济总理兰布卡的访问邀请？答案：2024年8月20日"", ""问题：庄严在哪一天卸任西藏自治区副主席？答案：2021年2月10日"", ""问题：美国在哪一天宣布退出伊朗核协议？答案：2018年5月8日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1974,three_ref_hard,Standard RAG,拜登试图挑拨中俄关系被报道、丁真的工作室发表声明否认传闻、天津市卫生健康委启动战时机制，哪个事件最早被报道？,2,0,"[2, 1, 0]","[0, 1, 2]","[""拜登试图挑拨中俄关系是哪一天被报道的？答案：2021年6月20日"", ""丁真的工作室在哪天发表声明否认传闻？答案：2021年2月23日"", ""天津市卫生健康委是在什么时候启动战时机制的？答案：2020年1月28日""]","{""order"": [0, 1, 2], ""anchor"": 0}",0.0000,0.0000,0.0000
1974,three_ref_hard,TemporalSort,拜登试图挑拨中俄关系被报道、丁真的工作室发表声明否认传闻、天津市卫生健康委启动战时机制，哪个事件最早被报道？,2,2,"[2, 1, 0]","[2, 1, 0]","[""拜登试图挑拨中俄关系是哪一天被报道的？答案：2021年6月20日"", ""丁真的工作室在哪天发表声明否认传闻？答案：2021年2月23日"", ""天津市卫生健康委是在什么时候启动战时机制的？答案：2020年1月28日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1974,three_ref_hard,E$^2$RAG (reimpl.),拜登试图挑拨中俄关系被报道、丁真的工作室发表声明否认传闻、天津市卫生健康委启动战时机制，哪个事件最早被报道？,2,2,"[2, 1, 0]","[2, 1, 0]","[""拜登试图挑拨中俄关系是哪一天被报道的？答案：2021年6月20日"", ""丁真的工作室在哪天发表声明否认传闻？答案：2021年2月23日"", ""天津市卫生健康委是在什么时候启动战时机制的？答案：2020年1月28日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
1974,three_ref_hard,Ours,拜登试图挑拨中俄关系被报道、丁真的工作室发表声明否认传闻、天津市卫生健康委启动战时机制，哪个事件最早被报道？,2,2,"[2, 1, 0]","[2, 1, 0]","[""拜登试图挑拨中俄关系是哪一天被报道的？答案：2021年6月20日"", ""丁真的工作室在哪天发表声明否认传闻？答案：2021年2月23日"", ""天津市卫生健康委是在什么时候启动战时机制的？答案：2020年1月28日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
2025,three_ref_hard,Standard RAG,台湾‘行政院’的禁用厂商‘黑名单’公布、Apollo“汽车机器人”发布和习近平强调农村发展和乡村振兴的重要性，哪一个事件最早发生？,2,0,"[2, 1, 0]","[0, 1, 2]","[""问题：Apollo“汽车机器人”是什么时候发布的？答案：2021年8月18日"", ""问题：台湾‘行政院’的禁用厂商‘黑名单’最快什么时候公布？答案：2019年7月19日"", ""问题：习近平在何时强调农村发展和乡村振兴的重要性？答案：2019年3月17日""]","{""order"": [0, 1, 2], ""anchor"": 0}",0.0000,0.0000,0.0000
2025,three_ref_hard,TemporalSort,台湾‘行政院’的禁用厂商‘黑名单’公布、Apollo“汽车机器人”发布和习近平强调农村发展和乡村振兴的重要性，哪一个事件最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""问题：Apollo“汽车机器人”是什么时候发布的？答案：2021年8月18日"", ""问题：台湾‘行政院’的禁用厂商‘黑名单’最快什么时候公布？答案：2019年7月19日"", ""问题：习近平在何时强调农村发展和乡村振兴的重要性？答案：2019年3月17日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
2025,three_ref_hard,E$^2$RAG (reimpl.),台湾‘行政院’的禁用厂商‘黑名单’公布、Apollo“汽车机器人”发布和习近平强调农村发展和乡村振兴的重要性，哪一个事件最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""问题：Apollo“汽车机器人”是什么时候发布的？答案：2021年8月18日"", ""问题：台湾‘行政院’的禁用厂商‘黑名单’最快什么时候公布？答案：2019年7月19日"", ""问题：习近平在何时强调农村发展和乡村振兴的重要性？答案：2019年3月17日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
2025,three_ref_hard,Ours,台湾‘行政院’的禁用厂商‘黑名单’公布、Apollo“汽车机器人”发布和习近平强调农村发展和乡村振兴的重要性，哪一个事件最早发生？,2,2,"[2, 1, 0]","[2, 1, 0]","[""问题：Apollo“汽车机器人”是什么时候发布的？答案：2021年8月18日"", ""问题：台湾‘行政院’的禁用厂商‘黑名单’最快什么时候公布？答案：2019年7月19日"", ""问题：习近平在何时强调农村发展和乡村振兴的重要性？答案：2019年3月17日""]","{""order"": [2, 1, 0], ""anchor"": 2}",1.0000,1.0000,1.0000
